gene_name	DDdenovo_syn	DDdenovo_mis	DDdenovo_stopgain	gnomAD_syn	gnomAD_mis	gnomAD_stopgain
HS6ST3	0	1	0	41	96	0
CFHR2	0	0	0	21	39	3
ENSG00000267059	0	0	0	6	20	0
FAM90A11P	0	0	0	0	0	0
URB2	2	4	0	154	337	12
NDUFB8	0	1	0	15	49	4
SERPINI1	0	0	0	21	63	0
ASXL3	1	3	26	184	390	1
TTPAL	0	1	1	28	48	2
DAPL1	1	0	0	10	29	4
ENSG00000267157	0	0	0	11	24	0
COX6A2	0	0	0	10	29	2
TMEM272	0	0	0	28	44	2
COX7A2	0	0	0	6	16	0
CXCR5	0	0	0	53	63	0
PTP4A1	0	0	0	17	13	0
VMP1	2	1	0	32	45	1
DEFB106A	0	0	0	0	0	0
RSPO4	0	2	0	23	83	2
OR56A5	0	1	0	23	69	4
PAX9	0	0	0	33	59	0
IL4	1	0	0	17	25	0
RIN1	1	2	0	110	214	8
TAS1R1	0	0	0	83	175	9
CCZ1	0	0	0	6	21	0
IDO2	0	3	0	34	82	7
RHOU	0	1	0	27	44	1
SDR39U1	0	0	0	28	74	2
MRPS34	0	1	0	31	76	2
PFDN1	0	0	0	9	15	1
PAX2	1	0	0	43	63	0
ZNF23	0	0	0	57	103	3
ABR	2	2	0	5	2	0
TRIP6	2	1	0	61	118	5
STRC	0	0	0	32	64	5
RAB40B	0	2	1	42	51	1
ZYG11B	0	0	0	59	55	1
PPP1R13B	0	3	0	120	229	2
USP17L29	0	0	0	0	0	0
TMEM115	0	2	0	37	52	0
CCDC186	0	1	0	61	135	5
CDK18	0	3	1	47	99	4
TXNDC8	0	1	0	9	25	0
SLC38A3	0	2	0	57	70	0
PLA2G4B	1	2	0	98	232	7
NFIL3	0	0	0	46	55	1
OR8B12	0	1	0	29	73	2
NME3	1	0	0	36	49	4
RPL14	0	0	0	15	35	1
PADI3	0	0	0	69	168	6
CRCT1	0	0	0	14	26	1
OTOG	5	11	0	368	813	25
ARID1A	2	12	4	232	399	1
TMEM54	0	0	0	29	50	3
GPR137C	2	2	0	57	75	1
ZNF442	0	0	0	38	134	12
TULP3	0	2	0	43	101	2
SZT2	1	10	1	333	658	20
PTGR1	0	0	0	23	63	0
SPESP1	1	0	0	20	71	3
ZNF57	0	2	0	57	115	9
LY96	0	0	0	7	30	0
ATG7	1	1	0	48	128	2
TRIM27	0	1	0	0	0	0
SCARA3	0	1	0	79	164	4
ALKBH4	0	3	0	42	95	1
SEMA6B	1	4	1	119	214	0
DCST2	1	4	0	90	201	10
PAM16	0	0	0	0	0	0
MIF	0	0	0	0	0	0
CWC15	0	0	0	15	23	0
ENSG00000267561	0	1	0	22	60	0
CDC42BPG	0	4	0	218	372	8
SPIN1	0	1	0	20	9	0
PIAS1	2	1	0	65	70	0
ALYREF	0	0	0	46	42	0
ZC3H4	4	3	0	237	328	0
ABL2	3	4	0	96	205	5
SH3BP5	0	0	0	52	93	2
PCDH18	0	0	0	91	198	4
TIA1	0	1	0	21	53	1
SUSD5	0	2	0	60	147	5
DRD4	1	1	0	0	0	0
HLF	0	1	0	20	41	0
CWC27	0	0	0	26	74	3
CDH24	0	5	0	93	184	5
HNRNPA0	0	1	0	46	42	0
BAK1	0	1	0	18	39	2
TEN1-CDK3	0	0	0	16	32	2
BICDL1	0	1	0	76	127	4
DNAAF4	0	1	0	37	93	6
GOLGA6L9	0	0	0	1	6	0
IRF2BPL	2	6	2	186	158	0
ST6GALNAC5	0	0	0	31	80	2
HGS	0	4	0	134	192	1
FGF9	0	1	0	12	19	0
ARSG	0	3	0	65	109	3
KIF26B	2	4	2	26	33	0
C3orf80	1	1	0	30	55	2
UACA	0	0	1	109	242	15
INHBB	0	0	0	48	81	0
SETDB2	0	0	0	43	91	3
ENSG00000266728	0	1	0	3	20	1
NOL4	2	3	2	63	86	1
NBPF10	0	0	0	34	63	4
EFCAB9	0	0	0	19	38	2
ANKRD34C	0	1	0	57	85	0
ARPIN-AP3S2	0	1	0	39	97	1
SERPINF2	1	1	0	3	6	0
SLC25A48	0	0	0	41	83	3
NDUFA2	0	0	0	10	22	0
ANKDD1A	0	1	0	68	132	7
TMEM140	0	0	0	19	59	2
CPA2	0	2	0	37	84	5
TTC13	1	2	0	83	123	2
SHQ1	0	1	1	49	123	4
PKDCC	1	0	0	56	133	1
CLEC12B	0	0	0	19	50	3
C22orf42	0	0	0	28	54	0
ESF1	1	4	0	55	118	2
RTP3	0	0	0	20	51	1
GPR75	0	1	0	53	97	3
SYNCRIP	0	2	1	43	52	1
OR2M4	0	3	0	33	58	4
MACF1	4	7	0	525	1193	14
MS4A18	0	1	0	41	85	5
ALPK2	2	6	0	193	396	9
DAG1	1	3	0	83	169	0
ZKSCAN3	0	1	0	41	88	1
RASGRP4	0	4	0	72	130	7
MLX	0	0	0	25	33	1
ADH7	0	1	0	30	91	0
TRPV3	0	5	0	106	202	4
SLC16A3	1	0	0	92	170	3
ZNF300	2	0	0	30	87	6
TMED9	0	0	0	30	51	1
MPPED2	0	2	0	28	27	0
TXNDC16	0	2	0	65	157	3
GTPBP8	0	0	0	21	68	1
SLC28A3	0	1	0	63	119	5
NCBP3	1	3	1	70	105	1
NPC1	3	2	0	144	260	4
OCEL1	0	0	0	37	64	4
C21orf140	0	0	0	0	0	0
KIAA1958	0	1	0	51	127	1
FAM181A	1	2	1	0	0	0
ARHGEF26	1	3	0	0	0	0
LCTL	1	0	0	71	122	5
CABP2	0	1	0	30	57	2
PMM2	0	1	0	27	88	3
XIRP1	5	0	0	183	462	24
C10orf67	0	0	0	44	105	2
TAAR8	0	0	0	22	80	2
MMP16	1	1	0	38	53	0
TLCD1	0	0	0	34	67	2
TADA1	1	1	0	23	67	1
RAB11FIP1	0	3	1	137	263	2
SEPTIN5	0	4	0	46	41	0
CDC34	0	0	0	44	40	3
ZNF622	0	2	0	32	84	2
KPRP	0	2	0	51	144	7
MPC1	0	0	0	10	17	0
UAP1L1	0	0	0	53	126	4
ATP6V1B2	0	5	0	63	58	1
MUSTN1	0	0	0	11	28	1
CDK13	0	23	2	182	272	3
MED30	0	0	0	15	37	0
PTP4A3	0	0	0	0	0	0
ALMS1	1	3	0	312	851	29
ZSCAN20	0	2	0	97	173	10
FAM171B	0	1	0	61	135	0
TRMT112	0	0	0	16	35	0
PYGO1	0	1	0	36	75	0
ASIC4	2	1	0	69	120	2
ZNF830	1	2	0	26	70	1
RCCD1	0	2	0	47	88	5
ITGB2	2	4	0	152	198	5
SGCE	0	2	0	36	75	1
RCAN1	0	2	0	35	43	0
RSPH14	1	1	1	49	91	1
MSH4	0	3	0	57	163	8
HOOK2	0	3	0	79	184	6
KHDC3L	0	1	0	20	52	2
S100A3	0	0	0	9	30	2
SNTG2	1	2	0	33	71	3
SEMA4F	3	4	1	88	181	9
DMRTA1	0	3	0	59	144	3
OR8B8	0	0	0	31	62	2
PHF7	0	1	0	41	50	1
OR52B6	0	0	0	26	69	2
OMA1	0	2	1	38	100	6
USP29	0	3	0	61	157	8
CBLN4	0	1	0	20	24	2
CYP46A1	2	0	0	58	46	0
ALG10	0	0	0	33	72	4
TIFAB	0	0	0	16	48	4
CHCHD4	0	0	0	12	19	0
DIPK2A	1	2	0	48	82	4
GPR89B	0	0	0	7	15	0
TRPM1	1	2	0	3	6	0
BDH1	0	0	0	0	0	0
ABHD17B	0	0	0	32	24	1
NCOA2	2	6	0	118	220	2
POTEE	0	0	0	38	59	0
KRT5	2	0	0	82	149	1
CYP2B6	0	0	0	58	163	4
OLA1	1	3	0	28	49	1
DIRAS3	0	1	0	24	38	0
LYPD8	0	0	0	22	34	2
IFITM1	0	0	0	21	29	1
FMO1	0	1	0	34	107	9
TMEM204	0	2	0	28	44	2
DISP1	2	5	0	134	286	6
ENSG00000284057	0	1	0	61	124	9
IAPP	0	0	0	13	11	0
FCRL5	0	1	0	71	209	8
BHLHE23	0	1	0	34	66	2
RSPH4A	0	1	0	44	154	12
SPTA1	3	5	0	234	594	14
ZAP70	1	3	0	82	103	1
FAM149A	0	3	0	93	226	4
TIGAR	0	1	0	25	34	0
VSTM4	2	1	0	49	89	1
MASTL	2	3	0	49	139	7
SCFD1	1	1	0	40	101	0
ENSG00000288529	0	0	0	1	7	0
ACKR1	0	2	0	32	70	2
NUDC	1	1	0	24	58	0
SYTL3	2	1	0	62	164	7
MIER2	0	1	0	106	141	3
STAT3	0	5	0	64	64	0
LIAS	0	1	0	26	61	4
YIPF7	0	0	0	25	49	4
SPDYE17	0	0	0	0	2	0
DUSP14	1	0	0	0	0	0
APOBEC3G	0	0	0	32	81	6
POLD3	0	0	0	33	71	3
TOM1L2	0	2	0	59	100	0
NYAP2	2	4	0	82	153	1
PDE4B	1	2	0	54	93	2
PLOD3	0	4	0	105	199	6
ZFYVE28	4	6	0	184	279	2
AKIP1	0	0	0	14	49	0
NFS1	1	0	0	26	88	1
SIGLEC14	0	0	0	9	37	0
TRIM10	0	0	0	0	0	0
PPBP	0	0	0	11	29	0
ZNF3	0	0	0	32	70	4
SLC38A7	0	1	0	52	91	1
OR2B2	0	1	0	21	54	5
MEAF6	0	0	1	16	20	0
NUDT12	0	2	0	34	89	5
ABITRAM	0	0	0	15	33	2
NOSIP	1	0	0	34	36	3
MPHOSPH8	0	0	0	72	144	4
ADGRF4	1	0	0	73	158	3
MAN2B1	1	5	0	112	227	7
DKK3	0	1	0	37	70	4
HPR	0	0	0	43	90	4
HBEGF	0	0	0	14	27	0
ZNF446	2	1	0	58	138	6
HMGCS2	0	3	0	52	112	3
ZNF620	1	1	0	23	66	7
CCR2	0	1	0	41	76	5
EHBP1	0	1	0	81	193	6
OSBPL7	0	3	0	96	161	2
YBX1	0	0	0	28	62	0
RETREG1	0	0	0	40	92	3
ENO2	0	2	0	35	67	0
MON1B	0	2	0	70	114	1
OPCML	0	0	0	26	55	0
B3GNT6	0	1	0	52	88	1
SPIDR	2	2	0	83	198	12
HIGD1B	0	0	0	12	31	0
KCMF1	0	0	0	25	46	0
PTDSS2	1	3	0	14	13	0
TSSK6	0	0	0	27	37	0
SEL1L3	1	2	0	108	200	4
LRCH3	3	3	0	81	162	3
GPR33	0	0	0	22	69	6
ZNF205	0	0	0	79	119	5
CDK4	0	1	0	22	45	1
HNRNPAB	0	1	0	47	55	1
NRBF2	0	0	0	13	41	1
SETD9	0	0	0	24	50	6
SLURP2	0	0	0	13	18	0
BDNF	1	0	0	24	34	0
OTOR	0	1	0	15	22	1
LGI4	1	4	0	79	131	5
DENND1A	1	3	0	135	225	2
H4C6	0	0	0	18	43	1
AKAP7	0	1	0	21	68	1
RGL3	1	1	0	79	186	20
CCDC18	0	3	0	81	182	14
CRB1	2	4	2	101	248	11
PSKH2	0	1	0	34	85	5
CYP4F2	0	2	1	63	143	5
TRIM36	2	1	0	50	131	2
TFAP2E	0	0	0	63	104	2
ZNF391	0	0	0	26	66	7
NOXO1	0	2	0	61	123	6
LURAP1	1	1	0	21	57	1
KRCC1	0	0	0	21	43	2
KDM4E	0	1	0	51	103	4
SPTLC3	0	0	0	35	115	5
IL1B	0	1	0	19	35	1
SEMA4G	0	1	0	70	177	5
BNC1	0	3	0	74	189	1
BTG1	0	0	0	17	20	0
EVA1C	0	0	0	39	91	4
SETD3	1	0	0	65	101	0
TMEM154	0	1	0	12	40	1
PPIAL4E	0	0	0	0	0	0
DCDC1	0	3	0	160	335	20
DZIP3	1	2	0	72	205	4
ENSG00000249141	0	0	0	0	0	0
KRI1	0	2	0	82	202	4
SPRR2G	0	0	1	3	15	2
ATAD2	0	1	0	110	221	5
ADIG	0	1	0	11	15	0
CUL5	0	0	0	58	51	0
RPS13	1	0	0	12	14	0
TNFAIP6	0	0	0	15	51	1
TSSK4	0	2	0	28	70	8
GNB1	0	14	0	37	17	0
FAHD1	1	1	0	33	64	3
SPRTN	0	1	0	33	77	1
MEOX1	1	0	0	28	65	0
STIMATE-MUSTN1	0	1	0	43	65	3
RHBDD3	2	0	0	54	91	5
PAQR3	1	1	0	30	54	3
CDH20	0	2	0	92	150	2
FXYD5	0	1	0	19	48	1
MYL12B	0	0	0	15	11	1
SLC5A9	0	0	0	76	158	10
UPK1B	0	1	0	15	54	5
VANGL2	1	0	0	71	102	1
CYP2A7	0	0	0	60	132	2
AURKC	0	1	0	27	64	2
TCFL5	0	0	0	68	116	0
GIMAP6	0	0	0	38	74	3
ENSG00000258677	0	0	0	8	10	0
BLZF1	0	0	0	20	61	2
ALPP	0	0	0	68	129	5
FIBP	0	2	0	45	77	1
ELAC2	0	1	0	91	180	12
CTAGE6	0	0	0	3	24	0
CEBPB	1	1	1	61	66	0
MIS18BP1	1	2	1	63	215	6
FNDC3A	1	3	0	88	158	0
ACADS	0	0	0	49	103	1
C2CD6	1	4	0	93	270	15
BCAN	2	1	0	81	172	7
LITAFD	0	0	0	12	25	1
ARRB2	2	1	0	47	50	1
SOX15	0	1	0	20	44	0
ENSG00000269242	0	0	0	0	0	0
SYCE2	0	3	0	26	37	0
DENND2A	1	1	0	105	208	4
CCNDBP1	0	0	0	31	63	3
RPLP1	0	0	0	11	16	0
SMDT1	0	1	0	0	0	0
CYFIP1	0	1	0	52	67	0
SEPSECS	0	1	0	23	102	6
RIOK1	0	0	0	50	123	3
GABRB2	2	18	0	45	50	1
AQP7	0	0	0	42	92	5
ATP5PF	0	0	0	6	10	0
SLC6A18	0	1	0	95	169	12
SAE1	0	1	0	35	60	0
ZNF628	5	3	2	158	235	0
ZNF284	0	0	0	26	113	4
ENSG00000286070	0	0	0	10	7	0
LEFTY1	0	0	0	26	70	4
TAF11L10	0	0	0	0	0	0
TCEA3	0	3	0	30	67	1
CCDC184	1	1	0	19	48	1
TMEM186	0	0	0	25	66	1
CTDSPL	0	0	0	26	41	1
DFFB	0	1	0	31	70	4
CAB39	0	0	0	27	27	1
ADRA2B	0	0	0	36	96	2
CXCL11	0	0	0	5	20	1
SLC22A1	0	1	0	68	146	6
GALNT6	0	1	0	58	122	3
TRIB2	1	2	0	39	58	1
LILRB3	1	0	0	1	3	0
OXA1L	1	1	0	38	115	5
RARS1	0	1	0	46	124	5
KRT1	2	0	0	64	97	2
FLT3LG	0	1	0	31	48	1
ODF4	0	0	0	23	46	1
GAS2L2	1	4	0	109	228	9
SCRN3	0	1	0	33	63	5
TBX19	0	1	0	43	84	2
TMCC1	0	2	0	42	54	0
DEFB132	0	0	0	15	32	1
KIF11	1	4	1	68	102	0
ENSG00000214265	0	0	0	6	21	0
OR2T33	0	0	0	21	56	1
ORAI3	0	0	0	38	66	3
USE1	1	1	0	22	62	4
ZFP36L1	0	1	1	24	35	0
WFDC5	0	2	0	9	21	1
ZNF222	0	0	0	30	92	5
COQ8A	1	6	0	78	182	5
HOXD4	0	1	0	32	57	3
MPIG6B	0	0	0	0	0	0
CXCL5	0	0	0	9	30	0
CRADD	0	2	0	23	52	1
BDP1	2	3	0	0	0	0
QSOX1	0	1	0	80	187	7
GRB2	0	0	0	28	13	0
IL20	0	1	0	12	41	2
SOX11	0	19	1	66	65	0
ATXN1	0	3	1	133	201	0
ERI3	0	0	0	38	45	2
MAPK13	0	0	0	42	69	4
ULK2	0	1	0	99	198	5
HBZ	0	0	0	9	9	2
CCL18	0	0	0	0	0	0
ENSG00000285330	0	1	0	51	130	3
FZD2	1	1	0	46	62	1
AMIGO1	0	4	0	43	45	0
MBOAT7	1	4	0	0	0	0
CYP2A6	0	0	0	55	110	1
ENSG00000255054	0	0	0	5	4	1
CLMN	0	1	0	102	205	5
LZIC	0	0	0	8	29	0
CTNNA2	0	7	0	96	106	3
GNA12	0	1	0	49	63	1
UQCR10	1	0	0	9	15	1
NUDT4	0	0	0	4	8	0
CATIP	0	1	0	45	90	2
IPO11	0	1	0	66	162	4
LCN15	0	0	0	30	48	2
ELFN2	2	5	1	140	183	0
STYXL1	0	0	0	25	60	1
PDCD7	1	2	0	47	110	5
GPR141	0	1	0	31	63	4
FLG	0	1	0	579	1671	125
LRRC74A	0	2	0	47	93	2
TASOR	1	5	0	131	254	3
BTF3L4	0	0	0	5	12	0
TGDS	0	0	0	20	60	3
CCNB1	1	0	0	37	66	1
ERICH6B	0	1	0	69	139	4
ZFP30	0	0	0	35	97	8
ADGRA2	3	6	0	166	337	2
PADI6	0	1	0	83	158	5
PSMC1	0	1	0	33	17	2
KRTAP17-1	0	0	0	0	0	0
ASAH2B	0	0	0	0	0	0
GET1	0	0	0	15	34	1
ENSG00000187186	0	0	0	7	18	0
ZCCHC17	0	1	0	11	52	0
ADAMTS13	2	6	0	141	285	6
PARD6B	1	2	0	32	58	0
ENSG00000289791	0	2	0	26	45	5
MMS22L	0	3	0	92	198	5
ADH4	0	0	0	19	91	1
SMIM19	0	1	0	8	22	2
DNAAF10	0	0	0	32	56	4
DCBLD1	0	4	0	65	169	4
IRX6	0	1	0	64	133	5
USP4	0	3	1	79	168	4
RAP1GDS1	0	1	0	43	93	3
KRTAP4-6	0	0	0	23	41	1
RFC1	1	1	0	91	180	3
RAB34	0	0	1	22	44	4
DYNC1I1	0	1	0	51	86	1
SEMA5A	2	3	0	158	217	3
OR6K2	0	2	0	24	78	4
UBN2	0	5	0	125	254	1
MRPL38	1	0	0	48	107	4
CA6	0	1	0	37	76	6
SF3A3	0	1	0	36	47	0
DPH3	0	0	0	4	13	1
PPID	0	0	0	29	64	3
AKT1S1	0	2	0	43	67	0
XAF1	0	1	0	28	66	4
HSPB8	0	0	0	17	43	0
CIR1	0	0	0	32	53	3
LPCAT2	0	0	0	40	89	5
CES5A	1	2	0	15	13	0
PCDHB1	2	1	0	63	116	5
MPL	0	5	1	38	123	8
POLR1H	0	0	0	0	0	0
PKHD1	2	12	1	342	849	29
RELN	3	9	0	279	629	3
OR10AG1	0	0	0	29	80	1
SMIM26	0	0	0	7	15	0
TULP2	0	3	0	55	116	3
FIZ1	1	1	0	72	84	0
OR2A5	0	1	0	34	83	5
MCPH1	0	1	0	93	269	13
CDCP1	0	1	0	79	169	5
ZBP1	1	0	0	45	106	7
ENSG00000288711	0	0	0	0	0	0
LRCH4	2	2	0	69	187	3
KIF16B	2	3	1	113	254	6
TEX33	0	0	0	27	72	3
APOC1	0	0	0	6	21	0
SF1	2	4	0	78	85	0
CCDC70	1	0	0	20	63	2
CIART	0	1	0	32	57	0
RNF7	0	0	0	12	13	1
HOXA4	0	0	0	42	101	3
NRBP2	1	0	0	67	109	2
GDF3	0	3	0	33	61	5
KIF1C	0	2	0	131	250	7
CTCF	1	17	1	73	75	0
DDAH1	0	1	0	32	47	3
ZNF671	0	1	0	38	92	8
SLC10A7	0	0	0	23	44	1
KRT35	0	2	0	56	123	1
ZPBP2	0	1	0	35	53	3
YTHDF3	0	2	0	42	74	0
PTGES3L	0	1	0	12	30	0
FAM184A	0	0	0	69	178	16
ABRACL	0	0	0	10	18	0
PLEKHG7	0	1	0	66	146	7
CDON	1	6	0	108	250	6
PXMP4	0	0	0	24	43	0
OTP	0	0	0	36	60	0
PHF10	0	0	0	41	70	4
C1orf53	0	0	0	16	37	3
MKLN1	0	0	0	47	84	0
GMPR2	0	0	0	24	65	3
DCAF17	0	2	0	38	86	4
TMEM106C	0	1	0	25	52	1
TFAP4	3	2	0	33	55	0
ESM1	0	1	0	19	17	0
PCP4	0	0	0	5	9	0
SLC39A1	0	1	0	39	59	2
KHDC4	0	0	0	48	85	1
ITGA3	0	3	1	118	199	7
ENSG00000272772	0	1	0	14	8	0
TSPO2	0	0	0	9	29	1
NMNAT1	0	0	0	18	49	1
RAI1	1	5	1	271	412	0
CASP14	0	0	0	25	79	2
GTSF1L	1	0	0	13	36	1
KRT33B	0	1	0	0	0	0
CAVIN2	0	0	0	38	100	1
TRPM7	2	6	1	120	274	5
LPAR2	1	2	0	42	64	2
ENSG00000282278	0	1	1	66	104	1
APCDD1	0	4	0	76	123	3
ALKBH2	0	1	0	20	51	3
COX8A	0	1	0	10	17	0
FFAR4	0	0	0	43	63	4
CFAP20DC	0	0	0	69	170	5
PRSS2	0	0	0	0	0	0
ATF1	0	0	0	22	42	0
C12orf57	0	1	0	21	47	3
URM1	0	0	0	17	24	1
GOSR1	0	1	0	20	48	1
KLHL17	1	6	0	180	238	10
MS4A2	0	1	0	22	45	2
ZNF761	0	0	0	57	162	9
ZNF180	0	0	0	42	134	3
VXN	0	0	0	23	48	0
CLASP2	2	4	1	124	198	2
TRA2A	0	1	0	26	44	4
MMP13	0	1	0	48	102	2
REV3L	2	4	0	221	490	2
SLC35D1	0	1	0	26	62	2
CYTH2	0	0	0	59	49	1
LAMC2	0	3	0	100	260	5
C10orf53	0	0	0	8	17	1
CHAC1	1	2	0	34	50	2
GPR152	1	1	0	62	122	6
SCRN2	0	0	0	49	100	3
MCOLN2	0	0	0	41	103	7
HNRNPLL	1	2	0	39	65	1
SERPINI2	0	0	0	25	72	5
TUBGCP3	1	0	0	68	99	1
RHOA	0	0	0	12	6	0
UBE2R2	0	0	0	22	10	0
CCDC28A	0	0	0	9	35	2
KIAA1328	0	1	0	45	97	4
NCAPG	0	1	0	61	145	5
MDFI	0	0	0	32	59	1
C15orf40	0	0	0	15	45	1
UPB1	0	0	0	55	104	4
GAP43	1	0	0	28	36	1
FAP	0	1	0	75	129	5
AGGF1	0	0	0	52	133	4
CCDC171	1	2	1	117	350	19
EMC7	0	1	0	14	28	0
NGFR	2	1	0	45	82	2
BMP10	0	1	0	46	70	1
ACTN3	1	5	0	97	260	16
PTGES3L-AARSD1	0	2	0	46	112	3
HIGD2B	0	0	0	13	33	0
SMG8	0	3	0	58	161	7
INTU	2	2	0	57	156	8
C11orf68	0	1	0	38	59	0
COX4I2	0	0	0	19	43	2
MKX	0	1	0	48	76	0
KDM3B	3	9	0	151	202	0
TRAPPC3	0	0	0	8	27	1
COX17	0	0	0	2	7	0
MBLAC1	0	0	0	33	58	2
ANKRD24	1	1	0	155	298	8
ATP13A1	1	4	0	194	241	1
NPEPPS	0	2	0	47	76	1
PAX1	0	4	0	79	121	4
VDAC3	0	0	0	17	47	1
MT1E	0	1	0	16	27	3
HOXB4	0	0	0	38	35	0
IQCF5	0	0	0	9	39	0
MROH9	1	2	0	71	172	5
APC	2	10	0	196	491	3
OCM2	0	0	0	15	16	1
GDPD4	1	1	0	40	102	2
ZNF510	0	1	0	36	113	10
MLEC	0	0	0	26	32	0
AQP6	0	0	0	37	71	3
DPP7	1	2	0	83	179	9
MARCHF10	0	5	0	56	157	5
ATP5ME	0	0	0	10	22	0
CRH	1	0	0	21	38	0
TRMT10B	0	0	0	29	59	5
GPX8	0	0	0	14	31	0
ZNF618	2	2	1	159	191	0
TUBA1C	0	0	0	44	46	2
OR10K2	1	1	0	32	78	1
H3Y2	0	0	0	20	44	2
C5orf58	0	0	0	7	19	0
LRSAM1	0	1	0	73	145	6
VWA3B	0	1	0	105	245	10
C12orf56	1	1	0	60	102	9
ENSG00000275740	1	3	0	75	142	2
TNNC2	0	2	0	15	19	0
ENSG00000281039	0	0	0	10	20	1
CKLF-CMTM1	0	0	0	13	28	2
OR5BS1P	0	0	0	24	48	2
BMP6	1	1	0	93	134	0
CCNT1	0	2	0	41	114	2
PSKH1	0	1	0	42	93	4
CAPN15	1	8	0	286	344	4
ROPN1B	0	0	0	15	30	4
RAP2A	1	0	0	16	10	0
RBM23	0	3	0	45	117	7
RBM11	0	0	0	31	65	2
SLC51B	0	0	0	15	20	1
CCDC88A	1	4	0	141	237	0
ENSG00000283877	0	0	0	3	5	1
NRN1L	1	0	0	19	56	2
ZNF385A	0	1	0	38	45	0
NPM1	2	1	0	29	32	0
INPP1	0	2	0	26	58	2
SC5D	0	1	0	18	50	1
ME2	0	0	1	37	97	8
FSCN2	1	1	0	101	189	5
ADGB	2	4	0	125	329	17
ELOF1	0	0	0	14	9	1
IRF2BP1	0	2	0	65	85	0
HOXD12	0	1	0	29	76	1
SUCNR1	0	1	0	31	62	3
EBF2	2	1	0	66	88	2
IPO7	0	3	0	72	96	0
ZC3H14	0	2	0	53	98	1
ALG1L2	0	0	0	41	78	1
BRINP3	2	1	0	46	148	0
CTDSP1	1	1	0	38	36	1
LCN6	1	0	0	20	38	3
PHF13	0	0	0	45	50	0
ERP44	1	0	0	21	41	0
VPS29	0	0	0	5	16	0
NLRP8	1	1	0	129	226	9
CEP85	1	6	0	52	157	9
ZNF132	0	3	0	56	132	7
ENSG00000285526	0	1	0	13	26	1
ACTR5	1	0	0	71	139	3
MGAT4B	2	3	0	87	125	3
IFNA16	0	0	0	27	67	4
FBLN5	0	2	0	48	70	0
ZNF582	0	0	0	38	85	4
ZNF215	0	2	0	44	131	10
ZNF530	0	0	0	42	108	8
ART5	0	2	0	32	88	1
METTL6	0	0	0	21	43	2
PM20D1	1	1	0	47	107	2
GDF9	1	0	0	34	87	8
TWIST2	0	0	0	9	17	1
VEGFA	0	1	1	53	77	4
APLP2	0	1	0	68	175	2
PARN	0	1	0	0	0	0
OR2T4	0	0	0	0	0	0
MXD3	1	0	0	27	62	3
ENSG00000282804	0	0	0	8	14	1
SARNP	0	1	0	21	40	0
ABHD13	0	0	0	23	39	1
PAK6	0	4	0	78	171	3
MAZ	2	0	0	141	139	0
ANO8	3	3	0	138	250	6
NACAD	0	2	0	135	271	5
KCNE2	0	1	1	16	30	2
PCGF2	0	4	0	0	0	0
ENSG00000284820	0	0	0	0	0	0
FRMPD1	0	1	0	149	325	12
CHTF18	6	9	0	269	447	14
NACA2	0	1	0	24	44	2
ZNF432	0	0	0	40	128	12
GHRL	0	1	0	9	32	2
LY6K	0	0	0	12	39	0
ZNF669	0	0	0	37	73	1
ICOSLG	0	4	0	0	0	0
FAM205A	0	0	0	60	159	3
ENSG00000188897	1	0	0	560	1184	42
LGALS9C	0	0	0	18	16	2
NAPSA	1	0	0	46	100	7
OR2T2	0	0	0	0	0	0
CILP2	4	3	0	157	273	5
XKR3	0	1	0	28	78	2
SERPINA5	0	0	0	53	135	3
PTPN6	0	2	0	73	74	2
APBA1	0	0	0	63	79	1
LPCAT4	1	1	1	43	71	3
PCMTD1	0	0	0	19	26	1
HOMEZ	1	0	0	40	106	2
MICOS10-NBL1	0	0	0	3	22	1
MYBPC3	1	5	0	184	340	4
TMEM200A	1	1	0	46	101	1
THEM4	0	1	0	20	58	0
OR2T11	0	1	0	35	72	3
GFPT1	0	5	0	40	61	2
KCNH5	2	4	0	96	134	5
CCDC43	0	0	0	11	43	2
TOX2	2	3	0	74	112	0
ARHGAP26	0	2	0	69	90	2
FES	0	3	0	99	182	6
PTGS1	1	3	0	62	134	5
CLEC1A	0	0	0	22	64	1
LRP3	3	6	0	123	206	3
WDR35	0	3	0	98	219	13
ZNF735	0	0	0	43	83	1
HSD11B1L	0	0	0	37	56	4
CLINT1	1	0	0	41	87	1
OXSR1	1	2	0	37	64	1
TOR2A	0	1	0	36	83	0
PGK2	1	0	1	33	87	5
IGFLR1	0	2	0	44	91	6
TRPM5	1	4	0	178	385	9
DNMT3B	3	3	0	90	163	6
RTN1	2	3	1	87	149	1
KRTAP16-1	0	1	0	0	0	0
AQP8	0	2	0	49	60	1
ARHGAP28	2	1	0	61	131	6
FGGY	0	1	0	62	116	5
LRRN1	0	0	1	74	121	1
SULT1E1	1	0	0	25	62	3
CNTRL	0	9	3	148	420	25
COX7A2L	0	1	0	10	26	4
PDGFRA	1	4	1	95	172	2
ENSG00000267140	0	0	0	15	27	2
KIR3DL3	0	0	0	0	0	0
ZNF727	0	0	0	40	101	4
BTN1A1	1	1	0	33	88	5
ENSG00000289697	1	0	0	107	237	9
NFX1	0	5	0	78	161	4
ZNF70	0	1	0	57	92	4
UGT2A1	0	1	0	45	119	9
KALRN	1	6	0	304	424	2
FGF18	1	1	0	27	34	0
PCDHA6	1	0	0	140	239	6
