gene	gene_gencodeV33	gene_id	chromosome	pLI	LOEUF	case.ptv	control.ptv	case.misb	control.misb	case.misa	control.misa	case.mis	control.mis	case.syn	control.syn
PSMD1	PSMD1	ENSG00000173692	2	1	0.118	0	0	0	2	4	8	7	12	6	5
SRRM2	SRRM2	ENSG00000167978	16	1	0.118	0	1	0	0	0	0	72	67	45	45
PIAS4	PIAS4	ENSG00000105229	19	0.99986	0.118	0	0	0	0	1	7	0	3	3	4
ACTR3	ACTR3	ENSG00000115091	2	0.99986	0.118	0	0	0	3	3	3	0	0	1	7
TSC1	TSC1	ENSG00000165699	9	1	0.118	1	1	0	0	2	11	3	2	1	9
SON	SON	ENSG00000159140	21	1	0.118	0	1	0	0	3	0	41	68	16	42
WHSC1	NSD2	ENSG00000109685	4	1	0.119	1	0	1	7	5	7	14	12	15	33
TCEB3	ELOA	ENSG00000011007	1	1	0.119	0	0	0	0	3	1	14	27	9	12
STAG1	STAG1	ENSG00000118007	3	1	0.119	0	0	1	0	4	7	7	12	2	11
VCPIP1	VCPIP1	ENSG00000175073	8	1	0.119	0	0	0	0	6	20	12	21	10	17
EIF4A3	EIF4A3	ENSG00000141543	17	0.99985	0.119	0	0	0	3	0	5	0	0	5	10
MAU2	MAU2	ENSG00000129933	19	1	0.119	0	0	0	4	2	2	0	2	12	13
PSMC2	PSMC2	ENSG00000161057	7	0.99985	0.119	1	0	5	4	1	0	0	4	2	5
DAZAP1	DAZAP1	ENSG00000071626	19	0.99985	0.119	0	0	0	0	4	2	0	6	0	6
POGZ	POGZ	ENSG00000143442	1	1	0.119	5	0	2	1	12	14	11	21	17	17
PRKAR1A	PRKAR1A	ENSG00000108946	17	0.99985	0.119	0	0	1	1	1	2	1	1	3	6
SF3A3	SF3A3	ENSG00000183431	1	1	0.119	0	0	1	5	0	8	1	3	5	6
FXR1	FXR1	ENSG00000114416	3	1	0.119	0	0	2	4	3	2	2	5	4	1
CDC42BPB	CDC42BPB	ENSG00000198752	14	1	0.12	0	0	4	1	4	18	16	27	9	18
XPO7	XPO7	ENSG00000130227	8	1	0.12	1	0	1	4	7	8	3	9	9	22
RARB	RARB	ENSG00000077092	3	0.99983	0.12	0	0	1	2	2	3	2	2	4	9
RERE	RERE	ENSG00000142599	1	1	0.12	1	3	0	4	7	17	3	6	13	20
ZMYND11	ZMYND11	ENSG00000015171	10	1	0.12	2	0	3	1	6	13	5	4	4	13
RPL4	RPL4	ENSG00000174444	15	0.99984	0.12	0	1	1	0	1	6	7	10	2	8
SUPT16H	SUPT16H	ENSG00000092201	14	1	0.12	1	1	3	2	6	6	6	11	6	9
ZBTB47	ZBTB47	ENSG00000114853	3	0.99983	0.12	1	0	0	0	4	4	3	0	1	6
PRRC2C	PRRC2C	ENSG00000117523	1	1	0.121	0	1	0	0	0	0	38	83	10	38
PPFIA3	PPFIA3	ENSG00000177380	19	1	0.121	1	0	3	2	2	10	1	5	14	11
ATP1A1	ATP1A1	ENSG00000163399	1	1	0.121	1	1	3	8	5	7	0	0	14	27
KIF11	KIF11	ENSG00000138160	10	1	0.121	0	0	0	2	1	4	1	15	2	4
NCOA2	NCOA2	ENSG00000140396	8	1	0.121	0	0	0	0	3	3	28	29	10	16
HIPK1	HIPK1	ENSG00000163349	1	1	0.121	1	0	0	1	2	8	27	40	16	19
KIAA0430	MARF1	ENSG00000166783	16	1	0.121	0	0	0	0	19	33	32	42	19	42
KMT2C	KMT2C	ENSG00000055609	7	1	0.122	1	0	3	3	6	10	83	126	27	35
PIK3AP1	PIK3AP1	ENSG00000155629	10	1	0.122	0	0	0	0	15	16	4	13	4	15
SEMA4C	SEMA4C	ENSG00000168758	2	1	0.122	0	1	0	2	9	11	3	9	5	8
CYTH1	CYTH1	ENSG00000108669	17	0.99981	0.122	0	0	0	0	3	7	4	9	1	9
RBM17	RBM17	ENSG00000134453	10	0.99981	0.122	0	0	1	2	1	0	0	2	3	5
RTF1	RTF1	ENSG00000137815	15	1	0.122	1	0	3	4	1	8	0	0	4	11
IPO5	IPO5	ENSG00000065150	13	1	0.122	0	0	2	2	3	8	12	14	9	15
NUP98	NUP98	ENSG00000110713	11	1	0.122	0	0	0	0	0	0	50	55	28	31
TRAF2	TRAF2	ENSG00000127191	9	0.99979	0.123	0	0	1	1	6	5	6	10	5	12
EIF4B	EIF4B	ENSG00000063046	12	0.99999	0.123	0	0	1	2	5	5	4	4	8	11
ADNP	ADNP	ENSG00000101126	20	1	0.123	3	0	0	0	0	0	29	36	19	23
RET	RET	ENSG00000165731	10	1	0.123	0	0	1	0	0	0	5	25	1	7
TEAD1	TEAD1	ENSG00000187079	11	0.9998	0.123	0	0	0	0	0	0	10	10	4	3
SHANK3	SHANK3	ENSG00000251322	22	1	0.123	2	0	0	0	0	0	7	11	4	6
CACNA1E	CACNA1E	ENSG00000198216	1	1	0.124	3	1	5	6	10	13	19	17	21	37
PRMT5	PRMT5	ENSG00000100462	14	0.99999	0.124	0	0	0	2	2	8	5	12	6	8
WDR5	WDR5	ENSG00000196363	9	0.99978	0.124	0	0	0	0	0	2	0	3	1	7
CUL4A	CUL4A	ENSG00000139842	13	0.99999	0.124	0	0	0	2	0	8	5	10	4	10
PCLO	PCLO	ENSG00000186472	7	1	0.124	4	0	0	0	0	0	106	208	30	60
ZNF219	ZNF219	ENSG00000165804	14	0.99977	0.124	0	0	0	0	0	0	0	1	0	0
GAPVD1	GAPVD1	ENSG00000165219	9	1	0.125	0	0	1	0	6	4	18	28	10	21
EPC1	EPC1	ENSG00000120616	10	1	0.125	0	0	2	3	1	0	8	13	7	10
KCNB1	KCNB1	ENSG00000158445	20	0.99977	0.125	0	0	6	1	0	0	9	18	7	19
NLGN2	NLGN2	ENSG00000169992	17	0.99974	0.126	1	1	9	7	2	5	0	1	7	12
DDX17	DDX17	ENSG00000100201	22	0.99999	0.126	0	0	0	0	0	0	14	11	5	4
RB1	RB1	ENSG00000139687	13	1	0.126	0	0	0	0	1	2	1	12	3	1
WNK1	WNK1	ENSG00000060237	12	1	0.126	1	0	0	0	2	0	23	73	20	25
ZC3H18	ZC3H18	ENSG00000158545	16	1	0.126	0	0	0	0	2	9	13	26	9	24
CDK12	CDK12	ENSG00000167258	17	1	0.126	0	1	3	6	3	12	30	24	14	20
HECTD4	HECTD4	ENSG00000173064	12	1	0.127	5	1	2	4	34	41	23	65	38	57
RALGPS1	RALGPS1	ENSG00000136828	9	0.99999	0.127	0	0	0	0	2	9	7	13	6	11
TNRC6C	TNRC6C	ENSG00000078687	17	1	0.127	3	0	0	0	7	13	16	47	9	14
SCN2A	SCN2A	ENSG00000136531	2	1	0.127	3	0	12	7	12	12	10	13	19	23
SOBP	SOBP	ENSG00000112320	6	0.99972	0.127	0	0	0	0	0	0	10	9	1	5
VCP	VCP	ENSG00000165280	9	0.99999	0.127	1	0	2	5	8	9	0	0	10	14
TLN1	TLN1	ENSG00000137076	9	1	0.128	0	0	3	6	13	35	25	42	30	48
BTAF1	BTAF1	ENSG00000095564	10	1	0.128	1	0	0	3	7	4	21	25	17	22
EPHA7	EPHA7	ENSG00000135333	6	1	0.128	0	0	0	0	3	10	8	17	9	15
COL4A1	COL4A1	ENSG00000187498	13	1	0.128	0	5	0	0	11	12	27	46	27	43
SIK3	SIK3	ENSG00000160584	11	1	0.128	0	0	1	3	1	0	25	28	19	31
KAT6B	KAT6B	ENSG00000156650	10	1	0.128	1	0	1	1	8	8	25	48	12	22
KAT7	KAT7	ENSG00000136504	17	0.99999	0.128	1	0	4	5	2	6	1	3	8	9
ZFR	ZFR	ENSG00000056097	5	1	0.128	2	0	0	1	4	7	13	23	6	10
GSE1	GSE1	ENSG00000131149	16	1	0.128	0	1	0	0	0	0	7	11	5	5
GSK3A	GSK3A	ENSG00000105723	19	0.9997	0.128	0	0	0	2	2	5	3	0	5	13
CTNNB1	CTNNB1	ENSG00000168036	3	0.99999	0.129	2	0	4	6	8	9	0	2	16	10
PBRM1	PBRM1	ENSG00000163939	3	1	0.129	1	0	0	0	14	10	9	19	9	19
PRICKLE1	PRICKLE1	ENSG00000139174	12	0.99999	0.129	0	0	0	0	7	13	9	15	5	5
PUM1	PUM1	ENSG00000134644	1	1	0.129	1	0	3	3	7	10	7	14	19	21
AHCTF1	AHCTF1	ENSG00000153207	1	1	0.129	1	0	0	0	0	3	33	56	8	11
TNPO2	TNPO2	ENSG00000105576	19	1	0.129	0	0	5	4	3	12	0	0	11	20
AAK1	AAK1	ENSG00000115977	2	1	0.129	0	0	0	0	3	6	4	7	6	14
RASA1	RASA1	ENSG00000145715	5	1	0.129	0	0	3	2	7	12	11	28	11	16
CDC5L	CDC5L	ENSG00000096401	6	1	0.129	1	0	2	1	1	3	4	6	11	12
FERMT2	FERMT2	ENSG00000073712	14	0.99999	0.13	0	0	0	0	1	9	6	15	5	9
WTAP	WTAP	ENSG00000146457	6	0.99966	0.13	0	0	0	1	0	2	3	7	7	15
UBR3	UBR3	ENSG00000144357	2	1	0.13	0	0	2	1	5	8	2	16	3	6
SCN8A	SCN8A	ENSG00000196876	12	1	0.13	0	0	8	10	12	12	7	6	22	26
FNIP2	FNIP2	ENSG00000052795	4	1	0.13	1	2	0	0	0	0	20	36	7	13
PPP1R12A	PPP1R12A	ENSG00000058272	12	1	0.13	0	0	1	1	1	5	12	13	3	2
RANBP9	RANBP9	ENSG00000010017	6	0.99999	0.13	0	0	0	0	3	7	5	7	1	7
USP47	USP47	ENSG00000170242	11	1	0.13	0	0	0	0	3	5	13	25	8	13
CCDC88A	CCDC88A	ENSG00000115355	2	1	0.13	1	0	1	0	2	3	16	40	9	21
MLLT3	MLLT3	ENSG00000171843	9	0.99964	0.131	0	0	0	0	0	2	12	8	3	4
EIF3A	EIF3A	ENSG00000107581	10	1	0.131	0	0	0	0	5	14	15	31	11	19
YTHDC2	YTHDC2	ENSG00000047188	5	1	0.131	1	2	0	0	0	0	21	45	6	16
KSR2	KSR2	ENSG00000171435	12	1	0.131	2	0	0	0	6	16	2	9	4	10
ZMYND8	ZMYND8	ENSG00000101040	20	1	0.131	1	1	1	4	13	9	13	16	13	22
CCNA2	CCNA2	ENSG00000145386	4	0.99962	0.132	0	0	0	0	0	1	2	13	3	0
PTPN6	PTPN6	ENSG00000111679	12	0.99999	0.132	0	2	4	4	3	7	4	10	8	4
SNRK	SNRK	ENSG00000163788	3	0.99961	0.132	0	0	0	0	5	6	4	5	7	15
MINK1	MINK1	ENSG00000141503	17	1	0.132	0	0	3	3	4	3	1	4	5	19
IRF6	IRF6	ENSG00000117595	1	0.99961	0.132	0	0	1	2	4	2	4	9	2	4
RFX7	RFX7	ENSG00000181827	15	1	0.132	0	0	0	0	0	0	36	47	7	14
NR4A2	NR4A2	ENSG00000153234	2	0.99959	0.133	0	1	1	0	5	5	5	12	3	11
TULP4	TULP4	ENSG00000130338	6	1	0.133	0	1	3	4	0	2	40	49	20	26
MAP1B	MAP1B	ENSG00000131711	5	1	0.133	0	1	0	0	2	2	59	92	27	37
USP42	USP42	ENSG00000106346	7	1	0.133	0	0	2	1	1	5	14	23	8	18
ZNF592	ZNF592	ENSG00000166716	15	0.99998	0.133	0	1	0	0	9	3	25	38	13	16
NPAS2	NPAS2	ENSG00000170485	2	1	0.133	1	0	1	1	3	5	16	24	15	22
ZSWIM8	ZSWIM8	ENSG00000214655	10	1	0.133	1	0	2	5	7	8	8	22	14	33
U2AF2	U2AF2	ENSG00000063244	19	0.9996	0.133	0	0	0	0	3	3	0	0	1	20
ITPR1	ITPR1	ENSG00000150995	3	1	0.134	1	1	2	8	23	37	36	44	36	51
COL2A1	COL2A1	ENSG00000139219	12	1	0.134	2	0	0	1	4	8	18	44	9	22
NPLOC4	NPLOC4	ENSG00000182446	17	0.99998	0.134	0	0	1	2	5	2	4	9	1	8
MAPKAPK2	MAPKAPK2	ENSG00000162889	1	0.99957	0.134	0	0	2	1	1	5	2	1	1	9
DDX42	DDX42	ENSG00000198231	17	1	0.134	0	1	3	2	8	13	14	22	11	17
CACNA1A	CACNA1A	ENSG00000141837	19	1	0.134	3	0	7	19	12	9	5	11	19	48
SUZ12	SUZ12	ENSG00000178691	17	0.99998	0.134	0	0	0	1	1	2	1	1	1	5
PHF12	PHF12	ENSG00000109118	17	1	0.135	0	0	1	2	2	3	22	24	12	13
DACH1	DACH1	ENSG00000165659	13	0.99954	0.135	0	0	0	0	4	4	1	6	2	3
CTR9	CTR9	ENSG00000198730	11	1	0.135	1	0	4	5	8	16	11	18	10	16
RBM5	RBM5	ENSG00000003756	3	1	0.135	0	1	6	4	8	7	5	7	5	6
NRBP1	NRBP1	ENSG00000115216	2	0.99998	0.135	0	0	1	0	5	4	4	3	5	16
TBX5	TBX5	ENSG00000089225	12	0.99954	0.135	0	0	0	2	0	3	12	15	8	12
FRMD4A	FRMD4A	ENSG00000151474	10	1	0.135	1	0	4	5	8	9	18	15	8	10
PTPN11	PTPN11	ENSG00000179295	12	0.99998	0.135	0	0	2	4	4	7	6	5	5	10
DLGAP3	DLGAP3	ENSG00000116544	1	0.99998	0.136	1	0	0	1	8	5	3	5	4	16
HIRA	HIRA	ENSG00000100084	22	1	0.136	2	1	3	3	7	14	2	16	10	17
SETD1A	SETD1A	ENSG00000099381	16	1	0.136	0	1	0	0	8	10	19	24	18	31
NAA35	NAA35	ENSG00000135040	9	1	0.136	1	0	0	0	6	13	5	4	3	9
ELMSAN1	ELMSAN1	ENSG00000156030	14	1	0.136	0	0	0	0	6	12	11	23	6	6
CACTIN	CACTIN	ENSG00000105298	19	0.99998	0.136	0	0	1	1	2	5	3	1	4	17
RBM6	RBM6	ENSG00000004534	3	1	0.136	0	0	1	5	0	4	22	34	7	8
KIF1A	KIF1A	ENSG00000130294	2	1	0.136	0	0	1	5	7	14	2	9	9	13
MECOM	MECOM	ENSG00000085276	3	1	0.136	0	0	0	2	6	5	21	48	17	20
MBD5	MBD5	ENSG00000204406	2	1	0.136	1	0	0	0	0	0	38	39	13	27
MEIS1	MEIS1	ENSG00000143995	2	0.99951	0.136	0	0	1	0	0	1	0	0	6	4
INTS6	INTS6	ENSG00000102786	13	1	0.136	0	0	1	0	0	2	4	2	3	15
ZFHX3	ZFHX3	ENSG00000140836	16	1	0.136	1	0	0	0	0	0	100	161	55	94
JPH4	JPH4	ENSG00000092051	14	0.99948	0.137	0	0	0	0	0	0	6	15	2	2
HEATR1	HEATR1	ENSG00000119285	1	1	0.137	1	2	0	0	0	0	59	81	23	22
BAI3	ADGRB3	ENSG00000135298	6	1	0.138	0	2	1	2	0	0	19	43	13	20
SLC12A5	SLC12A5	ENSG00000124140	20	1	0.138	1	0	5	9	8	8	11	12	16	23
TAF3	TAF3	ENSG00000165632	10	0.99997	0.138	0	0	0	0	2	0	10	18	3	6
SHOC2	SHOC2	ENSG00000108061	10	0.99946	0.138	0	0	0	0	3	1	5	9	6	7
PSMC1	PSMC1	ENSG00000100764	14	0.99945	0.138	0	0	1	3	1	1	0	0	1	3
RBM22	RBM22	ENSG00000086589	5	0.99947	0.138	0	0	3	4	0	2	1	0	1	3
NFKB1	NFKB1	ENSG00000109320	4	1	0.138	0	1	0	0	11	10	6	11	14	16
AFF4	AFF4	ENSG00000072364	5	1	0.138	0	0	2	3	9	14	10	17	6	14
RB1CC1	RB1CC1	ENSG00000023287	8	1	0.138	0	1	0	0	0	0	28	50	12	25
SAFB	SAFB	ENSG00000160633	19	1	0.138	0	0	0	0	3	4	4	5	8	11
TRAPPC8	TRAPPC8	ENSG00000153339	18	1	0.138	1	0	0	0	0	0	14	31	6	22
ARID4A	ARID4A	ENSG00000032219	14	1	0.139	3	4	0	1	0	1	23	19	7	20
TRIO	TRIO	ENSG00000038382	5	1	0.139	4	0	13	11	15	27	27	56	41	74
YTHDF2	YTHDF2	ENSG00000198492	1	0.99943	0.139	2	0	0	0	3	4	2	16	3	5
PPFIA2	PPFIA2	ENSG00000139220	12	1	0.139	0	0	3	1	1	5	10	19	12	23
KDM6B	KDM6B	ENSG00000132510	17	1	0.14	1	0	8	5	0	1	13	20	12	16
SPTB	SPTB	ENSG00000070182	14	1	0.14	0	2	0	0	7	6	81	105	22	66
SOS1	SOS1	ENSG00000115904	2	1	0.14	0	0	0	1	7	9	15	28	6	14
BAI1	ADGRB1	ENSG00000181790	8	1	0.14	1	1	0	2	3	28	2	3	5	17
AMBRA1	AMBRA1	ENSG00000110497	11	1	0.14	0	0	0	0	10	26	9	10	4	5
UBE2O	UBE2O	ENSG00000175931	17	1	0.14	0	1	0	0	8	14	12	14	14	13
ZNF292	ZNF292	ENSG00000188994	6	1	0.14	0	1	0	0	0	0	28	64	25	36
HDAC5	HDAC5	ENSG00000108840	17	1	0.141	2	0	1	3	4	5	5	11	7	22
PODXL2	PODXL2	ENSG00000114631	3	0.99936	0.141	0	0	0	0	0	0	8	18	2	3
AFTPH	AFTPH	ENSG00000119844	2	0.99997	0.141	0	1	0	0	0	0	20	29	9	23
RANBP3	RANBP3	ENSG00000031823	19	0.99997	0.141	0	0	0	0	4	6	5	10	3	9
SPAG9	SPAG9	ENSG00000008294	17	1	0.142	0	2	0	2	6	23	13	23	7	15
FNBP4	FNBP4	ENSG00000109920	11	1	0.142	0	1	0	1	1	1	19	43	13	17
AGPAT3	AGPAT3	ENSG00000160216	21	0.99933	0.142	0	0	1	0	7	11	2	3	0	15
RANBP2	RANBP2	ENSG00000153201	2	1	0.142	1	0	0	0	11	25	23	37	14	21
ZBTB44	ZBTB44	ENSG00000196323	11	0.99929	0.142	0	0	0	0	2	5	3	4	2	8
WHSC1L1	NSD3	ENSG00000147548	8	1	0.142	0	0	1	5	11	15	12	14	16	32
CNOT4	CNOT4	ENSG00000080802	7	0.99996	0.143	0	0	1	3	3	3	5	10	6	11
JAG2	JAG2	ENSG00000184916	14	1	0.143	0	0	0	1	2	1	3	7	2	15
TFCP2L1	TFCP2L1	ENSG00000115112	2	0.99996	0.143	0	0	0	0	4	15	4	10	11	13
SAMD4B	SAMD4B	ENSG00000179134	19	0.99996	0.143	0	0	0	0	4	11	4	13	15	17
CSNK1E	CSNK1E	ENSG00000213923	22	0.99926	0.143	0	0	5	3	1	2	1	1	4	8
DNMT1	DNMT1	ENSG00000130816	19	1	0.143	0	0	6	7	8	22	9	6	17	26
ATXN2L	ATXN2L	ENSG00000168488	16	1	0.143	2	0	1	3	4	6	18	41	20	21
XPO4	XPO4	ENSG00000132953	13	1	0.143	2	0	1	0	6	9	7	22	7	9
ARFGEF1	ARFGEF1	ENSG00000066777	8	1	0.143	2	1	7	7	7	12	3	18	13	21
COPS5	COPS5	ENSG00000121022	8	0.99925	0.144	1	0	0	2	3	1	0	0	0	13
SPOP	SPOP	ENSG00000121067	17	0.99922	0.144	1	0	0	1	1	3	0	0	6	12
CSDE1	CSDE1	ENSG00000009307	1	1	0.144	0	0	0	0	11	8	8	12	10	19
API5	API5	ENSG00000166181	11	0.99996	0.144	0	0	0	2	1	5	4	10	4	10
CUL1	CUL1	ENSG00000055130	7	1	0.144	0	2	2	4	7	7	0	0	1	10
DDX46	DDX46	ENSG00000145833	5	1	0.144	1	0	2	3	4	7	5	3	12	14
ZFHX4	ZFHX4	ENSG00000091656	8	1	0.144	2	1	0	0	0	0	64	114	30	48
GNB1	GNB1	ENSG00000078369	1	0.9992	0.145	0	0	3	3	1	1	1	0	5	10
HOMER1	HOMER1	ENSG00000152413	5	0.9992	0.145	0	0	3	2	1	2	3	5	2	1
ZFPM2	ZFPM2	ENSG00000169946	8	1	0.145	0	0	0	0	0	0	14	44	15	17
AEBP2	AEBP2	ENSG00000139154	12	0.99921	0.145	0	0	1	0	0	0	0	0	3	3
NUP85	NUP85	ENSG00000125450	17	1	0.145	0	0	0	0	5	2	15	21	12	21
CBLL1	CBLL1	ENSG00000105879	7	0.99918	0.145	0	0	0	0	2	4	13	11	4	6
RNF38	RNF38	ENSG00000137075	9	0.99995	0.145	1	0	0	0	3	1	10	12	2	4
BAZ2A	BAZ2A	ENSG00000076108	12	1	0.146	0	1	0	0	11	21	30	50	16	26
JAG1	JAG1	ENSG00000101384	20	1	0.146	0	0	2	7	7	20	12	22	15	26
ASXL2	ASXL2	ENSG00000143970	2	1	0.146	0	0	0	0	0	0	27	45	12	14
SP3	SP3	ENSG00000172845	2	0.99995	0.146	0	0	0	0	3	7	14	20	9	9
SRRM1	SRRM1	ENSG00000133226	1	1	0.146	0	0	1	0	0	0	24	34	8	13
MAML1	MAML1	ENSG00000161021	5	0.99995	0.146	1	1	0	0	0	0	14	38	15	23
CCNC	CCNC	ENSG00000112237	6	0.99914	0.146	0	0	1	0	1	5	0	2	0	1
KIF23	KIF23	ENSG00000137807	15	1	0.146	1	1	1	2	1	6	15	25	6	4
EZH2	EZH2	ENSG00000106462	7	1	0.146	1	0	2	2	1	6	0	0	6	17
RFX4	RFX4	ENSG00000111783	12	0.99999	0.147	0	1	0	0	4	9	14	10	8	10
XRCC5	XRCC5	ENSG00000079246	2	0.99999	0.147	0	0	1	1	2	5	8	14	6	7
USP24	USP24	ENSG00000162402	1	1	0.147	0	1	0	0	10	14	19	27	14	31
CHD3	CHD3	ENSG00000170004	17	1	0.147	1	2	14	9	14	27	4	20	25	38
HNRNPA1	HNRNPA1	ENSG00000135486	12	0.99911	0.147	0	0	3	1	5	1	6	7	5	3
PPP1CB	PPP1CB	ENSG00000213639	2	0.99912	0.147	0	0	0	0	0	0	0	0	0	2
FLT4	FLT4	ENSG00000037280	5	1	0.147	0	1	0	0	7	11	12	19	3	19
UNC79	UNC79	ENSG00000133958	14	1	0.147	0	2	0	2	23	15	21	31	21	46
ZNF217	ZNF217	ENSG00000171940	20	0.99995	0.147	1	0	0	0	0	0	24	46	12	30
WBP11	WBP11	ENSG00000084463	12	0.99994	0.148	0	0	0	0	0	3	7	13	7	7
ITPKB	ITPKB	ENSG00000143772	1	0.99994	0.148	0	1	0	0	1	8	9	18	6	15
CTCF	CTCF	ENSG00000102974	16	0.99994	0.148	0	0	2	2	1	1	2	7	4	11
ATP2B2	ATP2B2	ENSG00000157087	3	1	0.148	0	0	10	10	10	12	8	12	13	23
KLHDC3	KLHDC3	ENSG00000124702	6	0.99908	0.148	0	0	1	0	2	3	0	0	5	5
PRMT1	PRMT1	ENSG00000126457	19	0.99907	0.148	1	0	1	1	2	2	3	1	2	5
TGFB2	TGFB2	ENSG00000092969	1	0.99905	0.148	0	0	0	1	4	8	1	5	5	9
DIP2C	DIP2C	ENSG00000151240	10	1	0.149	2	1	5	3	15	23	5	11	26	53
NFIX	NFIX	ENSG00000008441	19	0.99903	0.149	2	0	1	3	4	3	0	0	2	14
FBXL17	FBXL17	ENSG00000145743	5	0.99901	0.149	0	0	0	0	1	3	1	3	3	5
GCM1	GCM1	ENSG00000137270	6	0.999	0.149	0	0	1	1	0	0	4	13	6	5
YBX2	YBX2	ENSG00000006047	17	0.99896	0.15	0	0	0	0	0	0	4	3	0	4
TLE4	TLE4	ENSG00000106829	9	0.99999	0.15	1	0	8	7	1	2	7	19	4	15
SLC6A1	SLC6A1	ENSG00000157103	3	0.99993	0.15	1	0	9	7	12	28	2	0	14	13
EBF3	EBF3	ENSG00000108001	10	0.99993	0.15	1	0	2	1	1	4	2	4	8	4
MAPK8IP3	MAPK8IP3	ENSG00000138834	16	1	0.15	0	0	0	0	2	24	4	19	18	25
AHSA1	AHSA1	ENSG00000100591	14	0.99896	0.15	0	0	0	0	1	2	5	3	4	9
PAN3	PAN3	ENSG00000152520	13	0.99999	0.15	1	0	2	3	0	7	3	12	3	11
PKN2	PKN2	ENSG00000065243	1	1	0.15	0	0	0	0	3	8	4	24	2	3
SETD1B	SETD1B	ENSG00000139718	12	1	0.151	0	0	0	0	0	0	0	0	0	0
B4GALT5	B4GALT5	ENSG00000158470	20	0.99889	0.151	1	2	2	2	1	1	2	1	6	5
MSL1	MSL1	ENSG00000188895	17	0.9989	0.151	0	0	0	0	2	4	1	3	1	0
SERPINC1	SERPINC1	ENSG00000117601	1	0.99892	0.151	0	0	0	0	4	7	4	18	2	3
KALRN	KALRN	ENSG00000160145	3	1	0.152	0	2	0	0	19	28	31	67	37	44
CASZ1	CASZ1	ENSG00000130940	1	1	0.152	0	0	0	0	0	0	31	55	11	27
MARCH6	MARCHF6	ENSG00000145495	5	1	0.152	0	0	1	0	9	14	4	18	10	14
SFPQ	SFPQ	ENSG00000116560	1	0.99992	0.152	0	0	1	1	3	3	0	1	0	3
CMIP	CMIP	ENSG00000153815	16	0.99999	0.152	0	0	0	0	5	15	1	11	9	24
PPRC1	PPRC1	ENSG00000148840	10	1	0.152	1	0	0	0	2	6	41	63	15	30
C11orf30	EMSY	ENSG00000158636	11	1	0.153	0	0	0	0	4	13	13	29	7	17
EFEMP1	EFEMP1	ENSG00000115380	2	0.99992	0.153	1	2	0	0	3	5	10	16	7	11
MAPKAP1	MAPKAP1	ENSG00000119487	9	0.99991	0.153	0	0	0	0	3	6	6	10	3	6
ATP1B1	ATP1B1	ENSG00000143153	1	0.99881	0.153	0	0	0	1	2	2	2	2	4	5
ELFN1	ELFN1	ENSG00000225968	7	0.99882	0.153	0	0	0	0	0	0	0	0	0	0
SMCHD1	SMCHD1	ENSG00000101596	18	1	0.153	0	0	0	0	1	2	19	31	17	12
FBXW2	FBXW2	ENSG00000119402	9	0.99877	0.153	0	1	0	0	1	8	9	7	6	7
GGA1	GGA1	ENSG00000100083	22	0.99992	0.153	0	1	0	0	0	2	7	12	4	8
CAMSAP3	CAMSAP3	ENSG00000076826	19	1	0.154	1	0	1	0	5	14	2	2	5	10
AHR	AHR	ENSG00000106546	7	0.99999	0.154	0	0	0	0	0	0	22	31	11	17
PPP1R10	PPP1R10	ENSG00000204569	6	1	0.154	0	0	0	0	5	4	4	4	8	6
HDLBP	HDLBP	ENSG00000115677	2	1	0.154	1	0	0	0	17	20	10	18	9	22
ZNF609	ZNF609	ENSG00000180357	15	1	0.154	0	0	0	0	10	14	30	38	10	18
ARHGAP42	ARHGAP42	ENSG00000165895	11	1	0.155	0	0	0	0	0	0	0	0	0	0
RICTOR	RICTOR	ENSG00000164327	5	1	0.155	3	0	1	3	7	12	9	20	15	19
ZNF541	ZNF541	ENSG00000118156	19	1	0.155	0	0	0	0	0	0	0	0	0	0
FASN	FASN	ENSG00000169710	17	1	0.155	0	0	0	0	0	0	17	41	14	34
ATAD2B	ATAD2B	ENSG00000119778	2	1	0.155	1	2	0	0	2	5	15	16	1	10
PCIF1	PCIF1	ENSG00000100982	20	0.99999	0.155	0	0	1	1	7	12	8	15	9	14
DENND5B	DENND5B	ENSG00000170456	12	1	0.155	0	0	0	0	8	14	8	20	8	13
HOOK3	HOOK3	ENSG00000168172	8	1	0.155	0	0	0	0	3	7	4	7	8	4
ARHGEF2	ARHGEF2	ENSG00000116584	1	1	0.156	1	0	7	9	14	9	6	11	12	12
XPR1	XPR1	ENSG00000143324	1	0.99999	0.156	1	0	2	4	3	6	1	6	9	6
INTS10	INTS10	ENSG00000104613	8	0.99999	0.156	0	1	0	0	2	2	9	18	6	21
USP3	USP3	ENSG00000140455	15	0.99989	0.156	0	0	0	0	7	6	4	6	3	9
MARK2	MARK2	ENSG00000072518	11	0.99999	0.156	1	0	6	4	6	9	3	4	8	5
IKZF1	IKZF1	ENSG00000185811	7	0.9986	0.156	0	0	2	5	2	1	4	1	1	11
CDH11	CDH11	ENSG00000140937	16	0.9999	0.156	0	0	0	4	8	12	18	31	13	25
KDM4A	KDM4A	ENSG00000066135	1	1	0.156	0	0	0	0	11	19	4	9	4	14
RREB1	RREB1	ENSG00000124782	6	1	0.156	1	0	0	0	8	12	20	44	18	26
CHD4	CHD4	ENSG00000111642	12	1	0.156	0	2	10	19	5	6	6	13	16	23
